1,1354
1,3409
1,4445
1,4321
2,3911
2,124
2,4747
2,2860
2,677
3,1829
4,4759
4,1026
5,1706
5,3562
5,1177
5,145
5,2418
5,221
5,212
5,586
5,2156
5,2907
5,1920
5,963
5,2892
5,1632
5,3489
5,153
5,3759
5,1280
5,2504
5,1065
5,2497
5,3803
5,77
5,651
5,4349
5,2014
5,2195
5,3505
5,4333
6,4182
6,1036
7,4878
7,4126
7,4814
7,1868
7,1394
8,3115
8,2318
8,3388
8,2805
8,2062
8,4921
8,2887
8,3870
8,3094
8,0
8,3893
8,1214
8,635
8,2222
8,893
8,1992
9,3128
9,4259
9,740
9,2420
9,3294
10,4443
10,2442
10,3404
11,239
12,824
13,207
13,2410
13,4066
13,159
13,1622
13,4064
13,1672
13,1593
13,2407
13,4047
13,2576
13,831
13,1312
13,2054
13,3834
13,160
13,318
13,3027
13,1288
13,4814
13,86
13,399
13,1458
13,2192
13,1681
13,1076
13,1484
13,429
13,4606
13,3222
13,4357
13,1245
13,1658
13,2747
13,3471
13,3100
13,2769
13,1833
13,3631
13,420
13,4773
13,4789
13,1146
13,578
13,1718
13,933
13,1605
13,4534
13,4869
13,3248
13,4706
13,4552
13,4425
13,42
13,3032
13,4004
13,1887
13,1291
13,413
13,1275
13,1383
13,2445
13,25
13,4268
13,3291
13,4242
13,4085
14,2042
14,2550
14,2019
14,3606
15,4696
16,4044
16,698
17,3529
17,48
17,3811
17,1604
18,3077
18,463
19,3508
19,4369
20,3729
21,484
21,1995
21,3286
22,2182
22,1886
22,853
22,3716
22,1623
23,3380
24,993
24,1299
24,2059
24,1495
25,529
25,3980
25,190
25,4392
25,885
26,4394
27,208
27,2470
27,3507
27,3556
28,1684
28,729
28,3290
29,211
30,949
30,1815
30,3223
31,4888
31,1423
31,487
31,4551
31,536
31,4316
31,299
31,1829
31,626
31,2772
31,2562
31,1260
32,3515
32,4912
32,751
32,836
32,3128
33,3806
33,4891
33,3729
33,4359
34,3206
34,344
34,3577
34,3486
35,2651
35,98
35,4485
35,4839
36,3368
36,3425
36,2113
36,3280
36,3458
36,4294
36,907
36,1172
36,661
36,3442
36,1245
36,1786
36,761
36,4705
36,232
36,1813
36,2117
36,45
36,1776
36,83
36,1893
36,2515
36,4373
36,3166
36,286
36,632
36,1556
36,3382
36,353
36,1339
36,4627
36,1215
36,4461
36,2382
36,148
36,2269
36,297
36,3444
36,1550
36,4713
36,4194
36,1282
36,231
36,3305
36,2730
36,1411
36,3504
36,2806
36,604
36,1153
36,1658
36,3135
36,2425
36,4927
36,3721
36,2677
36,1329
36,2259
36,1625
36,1797
36,966
36,94
36,4227
36,3541
36,1908
36,2308
36,2362
36,1759
36,537
36,3646
36,3564
36,140
36,2407
36,1967
36,1743
36,3847
36,4483
36,2715
36,4989
36,3484
36,3921
36,3692
36,3820
36,4531
36,4840
36,2406
36,4111
36,2212
36,1641
36,1936
36,3650
36,1271
36,3257
36,1053
37,120
37,4125
37,2151
37,580
37,1496
37,360
37,4428
37,1394
37,2283
37,1666
37,3832
37,3371
37,234
37,172
37,1656
37,3023
37,3109
37,524
37,4425
37,1429
37,76
37,3010
37,2588
37,3081
37,1695
37,193
37,3020
37,4801
37,4966
37,152
37,345
37,263
37,1454
37,320
37,2166
37,1387
37,4035
37,1541
37,3450
37,110
37,4141
37,594
37,2647
38,2573
38,4946
38,58
39,1098
39,578
39,1223
39,59
39,785
40,4988
40,1980
41,1707
41,2642
41,4109
41,2627
41,2233
41,149
41,758
41,3574
41,858
41,2875
41,695
41,3937
41,2747
42,150
42,2524
42,3740
42,4826
43,1124
43,90
44,353
44,2
44,4413
44,577
45,1340
45,4774
46,1531
46,3706
47,1813
47,1588
47,906
47,234
47,2949
47,4373
47,2335
47,1642
47,1787
47,4489
47,668
47,138
47,626
48,2521
49,1275
49,3035
49,3233
49,4429
50,3357
50,3427
50,824
50,1430
50,4122
50,3416
50,1878
50,1217
50,3194
50,1924
50,1526
50,4601
50,2815
50,290
50,3697
50,1158
51,1410
51,934
51,1929
52,4529
53,3399
53,1772
53,1056
53,853
53,1701
53,1536
53,4117
53,2721
53,341
53,4920
53,4617
53,1861
53,3633
53,104
53,986
53,921
53,3626
53,754
53,970
54,2329
54,1217
54,528
54,4805
55,3793
55,1959
55,1785
55,2764
55,2238
56,2883
56,2647
56,3945
56,4402
57,2071
57,4228
57,4477
58,4603
59,3291
59,3365
59,2483
59,4326
59,4399
59,4548
59,1783
59,4828
59,1734
59,2447
59,300
59,3448
59,1250
59,1475
59,3473
59,3271
59,4646
59,2355
59,2181
60,2258
60,1869
60,3751
60,4305
60,4820
61,2597
61,1729
61,2754
61,1551
61,2231
62,3960
62,290
63,4924
63,1042
63,1396
63,3614
63,1289
63,4957
63,1065
63,769
63,340
63,1413
63,961
63,4004
63,547
63,4437
63,794
63,4480
63,4862
63,700
63,4060
63,1653
63,141
63,834
63,1568
63,1716
63,400
63,236
63,3956
63,3024
63,4512
63,4651
63,1751
63,2868
63,3233
63,1817
63,271
63,3452
63,1440
63,277
63,754
63,2092
63,166
63,1962
63,3430
63,4777
63,2617
63,710
64,137
64,3901
64,3847
64,4272
65,2934
65,3783
65,2805
65,4101
65,1084
65,4239
65,4569
65,3245
65,3787
66,2514
66,4591
66,3067
66,4767
66,502
67,2344
67,84
67,2600
67,2614
68,4848
69,724
69,3866
69,4967
69,4097
70,429
71,4727
71,4023
71,1407
71,2737
71,202
71,8
71,199
71,1141
71,4431
71,1680
71,344
71,1151
71,818
72,3123
72,832
72,483
72,2464
72,2808
72,1090
72,2622
72,2811
72,2690
72,3949
72,4288
72,4961
72,629
72,3226
73,597
73,3772
73,857
73,408
73,95
74,2614
74,1202
75,2984
75,1578
75,3226
75,3249
75,4045
75,1712
75,3218
75,1612
75,4868
75,473
75,1561
75,2672
75,1571
75,1988
75,2516
75,2971
75,4750
75,1780
75,181
75,2476
75,3016
75,983
75,3335
75,3627
75,2346
75,3281
75,3314
75,1721
75,1884
75,3291
75,3816
75,2873
76,4172
76,4665
76,4376
76,2553
77,1465
77,511
77,856
77,2009
78,2258
78,1760
78,1032
78,2543
79,4971
79,226
80,1842
81,792
81,2310
81,4031
81,1308
81,4260
81,2016
82,3368
82,1457
82,353
82,2902
82,4305
82,660
82,2675
82,1275
82,3902
82,3113
82,2538
82,3829
82,4228
83,1883
83,2642
83,3582
83,2706
83,176
84,3484
84,1426
84,2358
84,2598
84,4275
84,1161
84,749
84,807
84,1612
84,2389
84,3769
84,3827
84,3652
84,1745
84,1155
84,395
84,1483
84,4556
84,2425
84,2317
84,1224
84,527
84,1548
84,1134
84,1664
84,669
84,3347
84,3683
84,1703
84,4325
84,3934
84,4334
84,2687
84,285
84,3909
84,2177
84,3546
84,3923
84,3346
85,2287
85,509
85,3452
86,2600
86,2490
86,4068
86,2651
86,3933
86,4319
87,2181
88,4020
88,2445
88,3302
88,2130
88,4909
88,637
88,191
88,3346
88,648
88,908
88,4740
88,4879
89,1564
89,4711
89,2389
89,244
89,128
90,4957
90,4947
91,3249
91,2583
91,1665
91,731
91,576
92,1993
92,814
92,4516
92,1832
92,1493
93,1791
93,3837
93,4237
94,1484
94,1992
94,1258
94,4161
94,2294
95,2703
96,4545
96,1406
96,1650
96,4506
96,1689
97,55
97,206
97,4059
97,686
98,1572
98,1750
98,3073
98,2692
98,3809
99,1725
99,2121
100,336
100,3226
101,4732
101,4668
102,3031
102,2157
102,1656
102,2446
102,156
102,4058
102,3201
102,2336
102,1398
102,509
102,1070
102,1097
102,1974
102,115
102,2374
102,1438
102,795
102,1316
102,4794
102,4639
102,181
102,2035
102,133
102,2475
103,1783
103,393
104,445
104,4883
104,4578
105,1158
105,2911
105,445
106,633
107,2783
107,4278
107,2979
107,4245
108,380
109,4242
109,208
109,3608
109,360
109,2495
110,3422
111,4450
111,648
111,3646
111,755
111,4192
112,3904
112,3104
112,4570
113,4175
113,3175
113,1515
113,1631
113,4042
114,2674
114,4116
114,2418
114,2618
114,3511
114,3920
114,3831
114,4113
114,2616
114,3025
114,2501
114,820
114,3855
114,2377
114,3943
114,442
114,4099
114,1883
114,397
114,3054
114,855
114,3992
114,3228
114,2778
114,2930
114,1623
114,4281
114,1221
114,3162
114,798
114,1104
114,4807
114,65
114,1899
114,1557
114,1907
114,959
114,1125
114,3022
114,2459
114,1110
114,2465
114,2165
114,4944
114,1466
114,4079
114,1201
114,3685
114,3877
114,642
115,3621
115,2330
116,3504
116,2316
116,1712
116,2515
116,1258
116,2371
116,901
116,3835
116,4659
116,4191
116,2605
116,4087
116,49
116,860
117,2147
117,2410
117,1766
117,198
117,1738
118,4245
118,2697
118,241
119,1889
119,2510
119,1654
119,2144
119,145
119,3725
119,1661
119,287
120,3158
120,4041
120,1439
120,2228
120,2203
120,2017
120,446
120,1722
120,2809
120,2018
120,4886
120,486
120,373
120,4159
121,115
121,329
122,2307
122,1440
123,2896
123,546
123,2060
124,4880
124,4192
124,1911
124,4701
124,2833
124,3319
124,3426
124,3549
124,4974
124,4496
124,3188
124,409
125,4846
125,3387
125,2739
125,285
126,2483
126,494
126,1336
126,216
127,1035
127,2168
127,2057
127,4208
128,4175
128,1177
128,604
128,3407
128,3175
129,4358
129,4024
129,2831
129,3800
129,4705
129,2253
129,2837
129,466
129,1333
129,1575
129,1142
129,3521
129,1579
129,3665
129,2344
129,1677
130,4496
130,3048
130,1098
130,3050
131,264
131,2896
131,2882
131,3999
132,2655
132,2338
133,2217
133,167
133,538
134,4172
135,4196
135,4043
136,2465
136,744
136,4160
136,2615
136,2027
136,4189
137,3491
137,2920
137,3609
137,894
138,2535
139,3945
139,250
140,1449
141,2308
141,4447
141,1913
141,3316
141,1206
142,3226
142,3593
142,1379
142,1755
142,2363
143,3396
143,2548
144,1324
144,4258
144,4049
144,1567
144,2279
145,3791
145,3171
145,1855
145,1755
145,2855
146,750
146,1862
146,4335
147,3670
147,273
147,612
147,4242
147,3609
147,1934
147,3594
147,4395
147,1269
147,4069
147,3680
147,2999
147,132
147,1996
147,4957
148,4790
148,1148
148,337
148,3006
148,2808
149,4139
149,707
150,3005
150,1355
150,3009
150,704
150,702
150,3800
150,1927
150,155
150,3637
151,2477
151,3141
151,3221
151,271
151,2809
152,160
152,957
152,202
152,3215
152,2614
153,1021
153,2435
153,1991
153,4825
153,2616
153,3485
153,3893
153,2610
153,666
153,4876
153,1464
153,2751
153,4989
153,3175
153,4168
153,4629
154,4690
154,252
154,2483
154,4176
154,3867
154,3590
154,2761
154,913
154,4773
154,4467
154,971
154,1149
154,3175
154,1930
154,2865
154,1071
154,2060
154,2272
154,2261
154,3441
154,148
154,909
154,921
154,2029
154,1359
154,1825
154,3073
154,3660
154,3074
154,2830
154,2826
154,1872
154,2020
154,4107
154,3121
154,2955
154,2764
154,1746
154,3092
154,1272
154,504
154,699
154,1107
154,77
154,3671
154,2198
155,944
155,1611
155,4583
155,4647
155,4415
155,2595
155,1746
155,4599
155,1635
155,2586
155,3121
155,4426
155,4968
155,3089
155,3368
155,1812
155,860
155,3006
155,234
155,4557
155,2117
155,3665
155,4755
155,162
155,1135
155,1451
155,4402
155,4242
155,3910
155,4336
155,4072
155,4660
155,1145
155,900
155,3717
155,4763
155,2838
155,1347
155,1772
155,2845
155,4157
155,737
155,1567
155,2054
155,2315
155,347
155,3518
155,3762
155,4999
155,3802
155,2451
155,2242
155,2932
155,296
155,4746
155,2611
155,3643
155,4060
155,698
155,4830
155,973
155,2671
155,4370
155,1545
155,4027
155,4719
155,437
155,3679
155,598
155,218
155,2530
155,3651
155,1520
155,3294
155,3502
155,4475
155,4272
155,2669
155,87
155,2331
155,1551
155,3017
155,2357
155,1253
155,4884
155,2265
155,3128
155,1630
155,279
156,2789
156,2083
156,4987
156,3349
157,2438
157,861
158,1374
158,363
158,571
158,681
158,2504
158,3088
158,2334
158,4572
158,4934
158,1263
158,1171
158,728
158,4334
158,1104
158,974
158,2980
158,3800
158,3431
158,2326
158,778
158,2125
158,2165
158,4289
158,2587
158,3677
158,140
158,3642
158,147
159,295
159,3802
159,4168
159,4583
159,4556
160,4554
160,4058
160,1926
160,3330
160,2241
161,1830
161,2379
161,503
161,237
161,1977
161,2296
161,4193
161,4882
161,4856
161,1765
161,2027
161,3762
161,3319
161,3177
161,2310
161,2813
161,3869
161,4285
161,4971
161,4004
161,2651
161,3042
161,2473
161,2705
161,1047
161,457
161,531
161,3028
161,2193
161,4203
161,3983
161,2859
161,1601
161,553
161,2311
161,1882
161,3488
161,1442
161,706
161,1644
161,4959
161,2982
161,2620
161,3151
161,4524
161,405
161,1843
161,820
161,4244
161,937
161,3365
161,2745
161,1736
161,3130
161,3267
161,474
161,1680
161,3460
161,860
161,979
161,3069
161,4360
161,2175
161,2564
161,2396
161,4137
161,4976
161,3499
161,2630
161,4051
161,4384
161,1170
161,4797
161,3262
161,1389
161,2177
161,2222
161,3612
161,641
161,438
161,3097
161,2914
161,2402
161,902
161,3592
161,3979
161,4456
161,385
161,3369
161,3502
161,2576
161,3628
161,3641
161,465
161,395
162,3020
163,4953
163,2853
164,2890
165,1462
165,3768
165,4174
165,4181
165,3986
166,1524
166,4737
167,4701
168,4908
168,1579
168,2788
168,3067
168,1031
169,942
170,564
171,2242
171,3070
172,2099
172,1053
172,2646
172,2593
173,4865
173,4812
174,2527
174,2986
174,1036
174,2440
174,647
174,4289
174,4227
174,2161
174,350
174,3857
174,379
174,3988
174,4792
174,894
174,4
174,525
174,3761
174,3002
174,2133
174,4199
174,1592
174,32
174,2693
174,1129
175,1585
175,2467
176,3259
176,2548
176,1323
176,1901
177,266
178,3975
178,4777
179,2464
179,1985
179,2384
180,4839
180,1865
180,1239
181,402
182,1463
183,4651
183,2617
183,342
183,4896
183,2491
184,1412
185,52
185,3275
185,2729
185,621
185,886
185,949
186,3549
186,160
186,3591
186,1534
187,658
187,2762
187,1887
187,4341
188,1935
188,924
188,2866
188,484
189,120
189,4453
189,3640
190,4046
190,2587
190,915
190,909
191,1932
191,169
192,3921
192,2646
192,4283
193,1394
193,585
193,3390
193,2225
193,3357
194,1671
194,1996
194,3741
194,4821
195,2701
195,920
196,3222
196,4495
196,717
197,2785
197,4288
198,926
198,2336
198,52
198,3233
198,2766
199,4213
199,814
199,2659
200,4549
200,2301
200,4673
200,292
200,2692
201,1989
201,552
202,1936
202,810
202,1442
202,1112
203,2474
203,3679
204,2157
204,1735
204,14
205,1969
205,3050
205,4688
205,3814
205,2871
205,3413
205,4087
205,2101
205,3264
205,4126
205,1514
205,1783
205,3663
205,4844
205,3126
206,4175
206,4480
206,4188
206,2092
207,857
207,2852
207,4438
207,604
207,2740
207,4627
207,1498
207,4905
208,4450
208,178
208,2281
209,4961
209,201
209,3754
209,43
209,136
209,2362
209,3865
209,3946
209,4035
209,914
209,3150
209,2893
209,4474
209,4379
209,3402
209,723
209,1481
209,3577
209,1781
209,2649
209,3231
209,2850
209,1654
209,660
209,1775
209,3904
209,3641
209,229
209,786
209,3965
209,1604
210,313
210,3043
210,1003
210,842
211,1374
211,1896
211,4257
211,3951
211,3768
211,3036
211,2968
211,2171
211,131
211,1138
211,2378
211,3270
211,591
211,2628
211,2619
211,4409
211,4879
211,4491
211,354
211,3148
211,3442
211,597
211,3613
211,253
211,2377
211,509
211,3708
211,322
211,2973
211,4427
211,123
211,4756
211,4086
211,1906
211,350
211,3965
211,691
211,3756
211,2076
211,2313
211,2797
211,4140
211,1603
212,3048
212,4623
212,420
212,4189
213,235
213,3529
213,1437
213,2987
214,2808
214,40
214,1334
214,2759
214,92
215,1458
215,2097
215,4006
215,3611
216,2157
216,1950
216,4931
216,580
216,2635
217,4044
